지역명,규모구분,연도,월,분양가격(제곱미터)
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,3,"1,919"
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2262
전남,전용면적 102제곱미터초과,2016,3,"2,176"
경북,모든면적,2016,3,2179
경북,전용면적 60제곱미터이하,2016,3,"2,173"
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2191
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,3,"2,675"
경북,전용면적 102제곱미터초과,2016,3,2314
경남,모든면적,2016,3,"2,383"
경남,전용면적 60제곱미터이하,2016,3,2366
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,3,"2,392"
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,3,3053
경남,전용면적 102제곱미터초과,2016,3,"2,645"
제주,모든면적,2016,3,2314
제주,전용면적 60제곱미터이하,2016,3,
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2314
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,3,
제주,전용면적 102제곱미터초과,2016,3,
서울,모든면적,2016,4,"6,241"
서울,전용면적 60제곱미터이하,2016,4,6618
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"6,196"
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,4,8096
서울,전용면적 102제곱미터초과,2016,4,"6,353"
인천,모든면적,2016,4,3238
인천,전용면적 60제곱미터이하,2016,4,"3,323"
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,4,3147
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,4,"3,545"
인천,전용면적 102제곱미터초과,2016,4,4839
경기,모든면적,2016,4,"3,199"
경기,전용면적 60제곱미터이하,2016,4,3400
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"3,243"
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,4,3395
경기,전용면적 102제곱미터초과,2016,4,"3,611"
부산,모든면적,2016,4,3169
부산,전용면적 60제곱미터이하,2016,4,"2,973"
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,4,3087
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,4,"2,930"
부산,전용면적 102제곱미터초과,2016,4,3727
대구,모든면적,2016,4,"3,132"
대구,전용면적 60제곱미터이하,2016,4,3341
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"3,168"
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2539
대구,전용면적 102제곱미터초과,2016,4,"2,743"
광주,모든면적,2016,4,2700
광주,전용면적 60제곱미터이하,2016,4,"2,600"
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,4,2696
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,4,"2,754"
광주,전용면적 102제곱미터초과,2016,4,3518
대전,모든면적,2016,4,"2,449"
대전,전용면적 60제곱미터이하,2016,4,2529
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"2,425"
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,4,
대전,전용면적 102제곱미터초과,2016,4,
울산,모든면적,2016,4,3072
울산,전용면적 60제곱미터이하,2016,4,"2,586"
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,4,3076
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,4,"2,663"
울산,전용면적 102제곱미터초과,2016,4,2967
세종,모든면적,2016,4,"2,680"
세종,전용면적 60제곱미터이하,2016,4,2656
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"2,699"
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2654
세종,전용면적 102제곱미터초과,2016,4,"2,714"
강원,모든면적,2016,4,2140
강원,전용면적 60제곱미터이하,2016,4,"2,143"
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,4,2183
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,4,
강원,전용면적 102제곱미터초과,2016,4,2350
충북,모든면적,2016,4,"1,968"
충북,전용면적 60제곱미터이하,2016,4,1915
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"2,010"
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2276
충북,전용면적 102제곱미터초과,2016,4,"2,261"
충남,모든면적,2016,4,2169
충남,전용면적 60제곱미터이하,2016,4,"2,295"
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,4,2160
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,4,"2,541"
충남,전용면적 102제곱미터초과,2016,4,2638
전북,모든면적,2016,4,"1,909"
전북,전용면적 60제곱미터이하,2016,4,1900
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"1,916"
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2269
전북,전용면적 102제곱미터초과,2016,4,"2,380"
전남,모든면적,2016,4,1925
전남,전용면적 60제곱미터이하,2016,4,"1,989"
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,4,1923
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,4,"2,262"
전남,전용면적 102제곱미터초과,2016,4,2176
경북,모든면적,2016,4,"2,177"
경북,전용면적 60제곱미터이하,2016,4,2171
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"2,189"
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2675
경북,전용면적 102제곱미터초과,2016,4,"2,314"
경남,모든면적,2016,4,2391
경남,전용면적 60제곱미터이하,2016,4,"2,413"
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,4,2389
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,4,"3,176"
경남,전용면적 102제곱미터초과,2016,4,2660
제주,모든면적,2016,4,"2,719"
제주,전용면적 60제곱미터이하,2016,4,2853
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,4,"2,752"
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2725
제주,전용면적 102제곱미터초과,2016,4,"2,602"
서울,모든면적,2016,5,6264
서울,전용면적 60제곱미터이하,2016,5,"6,638"
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,5,6205
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,5,"7,725"
서울,전용면적 102제곱미터초과,2016,5,6353
인천,모든면적,2016,5,"3,179"
인천,전용면적 60제곱미터이하,2016,5,3323
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,5,"3,147"
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,5,3367
인천,전용면적 102제곱미터초과,2016,5,"4,192"
경기,모든면적,2016,5,3443
경기,전용면적 60제곱미터이하,2016,5,"3,720"
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,5,3443
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,5,"3,370"
경기,전용면적 102제곱미터초과,2016,5,3956
부산,모든면적,2016,5,"3,148"
부산,전용면적 60제곱미터이하,2016,5,2977
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,5,"3,071"
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,5,3096
부산,전용면적 102제곱미터초과,2016,5,"3,536"
대구,모든면적,2016,5,3132
대구,전용면적 60제곱미터이하,2016,5,"3,385"
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,5,3166
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,5,"2,539"
대구,전용면적 102제곱미터초과,2016,5,2743
광주,모든면적,2016,5,"2,722"
광주,전용면적 60제곱미터이하,2016,5,2567
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,5,"2,723"
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,5,2754
광주,전용면적 102제곱미터초과,2016,5,"3,518"
대전,모든면적,2016,5,2465
대전,전용면적 60제곱미터이하,2016,5,"2,582"
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,5,2427
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,5,
대전,전용면적 102제곱미터초과,2016,5,
울산,모든면적,2016,5,"3,077"
울산,전용면적 60제곱미터이하,2016,5,2600
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,5,"3,080"
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,5,2663
울산,전용면적 102제곱미터초과,2016,5,"2,967"
세종,모든면적,2016,5,2680
세종,전용면적 60제곱미터이하,2016,5,"2,656"
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,5,2699
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,5,"2,654"
세종,전용면적 102제곱미터초과,2016,5,2714
강원,모든면적,2016,5,"2,117"
강원,전용면적 60제곱미터이하,2016,5,2113
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,5,"2,150"
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,5,
강원,전용면적 102제곱미터초과,2016,5,"2,289"
충북,모든면적,2016,5,1980
충북,전용면적 60제곱미터이하,2016,5,"1,925"
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,5,2024
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,5,"2,276"
충북,전용면적 102제곱미터초과,2016,5,2271
충남,모든면적,2016,5,"2,166"
충남,전용면적 60제곱미터이하,2016,5,2301
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,5,"2,150"
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,5,2554
충남,전용면적 102제곱미터초과,2016,5,"2,638"
전북,모든면적,2016,5,1945
전북,전용면적 60제곱미터이하,2016,5,"1,909"
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,5,1955
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,5,"2,269"
전북,전용면적 102제곱미터초과,2016,5,2322
전남,모든면적,2016,5,"1,927"
전남,전용면적 60제곱미터이하,2016,5,1989
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,5,"1,925"
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,5,2262
전남,전용면적 102제곱미터초과,2016,5,"2,176"
경북,모든면적,2016,5,2176
경북,전용면적 60제곱미터이하,2016,5,"2,171"
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,5,2189
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,5,"2,675"
경북,전용면적 102제곱미터초과,2016,5,2323
경남,모든면적,2016,5,"2,381"
경남,전용면적 60제곱미터이하,2016,5,2423
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,5,"2,380"
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,5,3278
경남,전용면적 102제곱미터초과,2016,5,"2,741"
제주,모든면적,2016,5,2691
제주,전용면적 60제곱미터이하,2016,5,"2,853"
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,5,2712
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,5,"2,708"
제주,전용면적 102제곱미터초과,2016,5,2605
서울,모든면적,2016,6,"6,208"
서울,전용면적 60제곱미터이하,2016,6,6562
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,6,"6,218"
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,6,7732
서울,전용면적 102제곱미터초과,2016,6,"6,365"
인천,모든면적,2016,6,3204
인천,전용면적 60제곱미터이하,2016,6,"2,981"
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,6,3353
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,6,"3,453"
인천,전용면적 102제곱미터초과,2016,6,3576
경기,모든면적,2016,6,"3,542"
경기,전용면적 60제곱미터이하,2016,6,3781
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,6,"3,539"
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,6,3334
경기,전용면적 102제곱미터초과,2016,6,"4,073"
부산,모든면적,2016,6,3150
부산,전용면적 60제곱미터이하,2016,6,"2,972"
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,6,3069
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,6,"3,253"
부산,전용면적 102제곱미터초과,2016,6,3723
대구,모든면적,2016,6,"3,134"
대구,전용면적 60제곱미터이하,2016,6,3385
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,6,"3,165"
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,6,2839
대구,전용면적 102제곱미터초과,2016,6,"2,743"
광주,모든면적,2016,6,2737
광주,전용면적 60제곱미터이하,2016,6,"2,567"
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,6,2743
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,6,"2,754"
광주,전용면적 102제곱미터초과,2016,6,3518
대전,모든면적,2016,6,"2,562"
대전,전용면적 60제곱미터이하,2016,6,2648
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,6,"2,547"
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,6,
대전,전용면적 102제곱미터초과,2016,6,
울산,모든면적,2016,6,3069
울산,전용면적 60제곱미터이하,2016,6,"2,557"
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,6,3074
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,6,"2,663"
울산,전용면적 102제곱미터초과,2016,6,2967
세종,모든면적,2016,6,"2,683"
세종,전용면적 60제곱미터이하,2016,6,2715
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,6,"2,704"
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,6,2660
세종,전용면적 102제곱미터초과,2016,6,"2,610"
강원,모든면적,2016,6,2104
강원,전용면적 60제곱미터이하,2016,6,"2,099"
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,6,2136
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,6,
강원,전용면적 102제곱미터초과,2016,6,2339
충북,모든면적,2016,6,"2,047"
충북,전용면적 60제곱미터이하,2016,6,2007
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,6,"2,108"
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,6,2276
충북,전용면적 102제곱미터초과,2016,6,"2,243"
충남,모든면적,2016,6,2198
충남,전용면적 60제곱미터이하,2016,6,"2,299"
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,6,2188
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,6,"2,614"
충남,전용면적 102제곱미터초과,2016,6,2749
전북,모든면적,2016,6,"1,931"
전북,전용면적 60제곱미터이하,2016,6,1909
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,6,"1,940"
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,6,2269
전북,전용면적 102제곱미터초과,2016,6,"2,322"
전남,모든면적,2016,6,1968
전남,전용면적 60제곱미터이하,2016,6,"1,989"
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,6,1964
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,6,"2,364"
전남,전용면적 102제곱미터초과,2016,6,2264
경북,모든면적,2016,6,"2,238"
경북,전용면적 60제곱미터이하,2016,6,2133
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,6,"2,256"
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,6,2675
경북,전용면적 102제곱미터초과,2016,6,"2,526"
경남,모든면적,2016,6,2389
경남,전용면적 60제곱미터이하,2016,6,"2,463"
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,6,2382
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,6,"3,052"
